subscription_id,total_usage_count,avg_usage_duration_secs,total_errors,beta_feature_events,unique_features_used,account_id,plan_tier,churn_flag,mrr_amount,arr_amount,industry,referral_source
S-0e0578,42,6926.0,4,0,3,A-de58ca,Basic,0,285,3420,HealthTech,organic
S-0e057d,49,3756.25,0,0,4,A-cc98bc,Pro,0,2793,33516,DevTools,ads
S-0e068c,26,1289.3333333333333,0,1,3,A-40de06,Basic,0,1140,13680,Cybersecurity,event
S-0e0ec8,56,3522.0,6,2,5,A-cc102e,Basic,0,247,2964,HealthTech,partner
S-0e12c9,44,3251.0,1,0,4,A-bcf87c,Basic,0,0,0,FinTech,event
S-0e12d4,44,2278.0,2,0,4,A-a45270,Pro,0,637,7644,HealthTech,ads
S-0e1d53,41,2380.0,0,0,4,A-016043,Basic,0,114,1368,EdTech,organic
S-0e3b42,78,3947.375,4,0,8,A-cb5333,Pro,1,1617,19404,DevTools,ads
S-0e43ad,44,2667.0,5,0,5,A-cc8c8f,Enterprise,0,5572,66864,DevTools,ads
S-0e43ee,68,4294.0,3,1,6,A-09540c,Enterprise,0,13333,159996,Cybersecurity,event
S-0e499f,20,4417.5,0,0,2,A-296d7c,Pro,0,784,9408,DevTools,other
S-0e4b0c,45,2265.75,1,1,4,A-39b19f,Pro,1,1176,14112,FinTech,partner
S-0e526f,33,2538.25,1,0,4,A-e83938,Pro,0,245,2940,DevTools,other
S-0e594f,82,4431.75,5,1,5,A-af0cd2,Basic,0,0,0,Cybersecurity,other
S-0e6b77,45,4731.0,2,0,4,A-7c5768,Basic,0,950,11400,HealthTech,event
S-0e7e70,18,1380.0,0,0,2,A-50f3f7,Pro,0,1519,18228,HealthTech,partner
S-0e8781,42,4407.0,4,0,4,A-34ea2f,Enterprise,0,0,0,HealthTech,organic
S-0e8ae2,112,2366.5833333333335,9,0,10,A-4814a3,Pro,0,0,0,Cybersecurity,event
S-0e8b21,45,1656.0,0,0,5,A-8adedc,Basic,0,418,5016,EdTech,event
S-0e9334,44,3311.4,4,0,5,A-8ed5dd,Basic,0,437,5244,EdTech,event
S-0e9f04,81,2803.125,1,0,8,A-7c83a1,Enterprise,0,2388,28656,Cybersecurity,partner
S-0e9f1e,90,4635.75,5,2,7,A-7c83a1,Basic,0,228,2736,Cybersecurity,partner
S-0ea795,64,3102.0,6,1,5,A-d3c88e,Pro,0,784,9408,DevTools,event
S-0eb2e0,65,3017.3333333333335,2,0,5,A-970c97,Enterprise,0,2786,33432,HealthTech,other
S-0eba5a,18,3734.5,1,1,2,A-fb186e,Enterprise,0,5771,69252,EdTech,organic
S-0ec1d3,32,3333.6666666666665,3,0,3,A-86fc1d,Pro,0,2744,32928,DevTools,partner
S-0ec442,33,2687.6666666666665,0,0,3,A-d4e0d4,Pro,0,5733,68796,FinTech,other
S-0ec903,27,4542.0,2,0,2,A-039727,Basic,0,475,5700,EdTech,organic
S-0ecec7,74,3454.375,8,1,8,A-756192,Enterprise,0,3781,45372,FinTech,other
S-0ed0cb,54,4751.25,2,0,4,A-cc102e,Pro,0,0,0,HealthTech,partner
S-0ed7be,41,1820.5,6,1,6,A-95b24a,Pro,0,2303,27636,FinTech,event
S-0efb82,46,2403.2,4,0,4,A-94f8c9,Pro,0,637,7644,HealthTech,other
S-0efc9b,37,1264.25,1,0,4,A-4bfa33,Basic,0,228,2736,Cybersecurity,event
S-0eff34,102,4198.818181818182,8,0,9,A-b2225d,Pro,0,2303,27636,FinTech,ads
S-0f0d3a,8,2213.0,0,0,2,A-ad296b,Basic,1,722,8664,DevTools,event
S-0f15b7,38,4775.333333333333,0,1,3,A-3a5ad8,Pro,0,441,5292,HealthTech,organic
S-0f3df6,58,3094.714285714286,7,2,5,A-68f37c,Enterprise,0,24079,288948,HealthTech,ads
S-0f569f,20,4865.0,0,0,2,A-781cc0,Enterprise,0,2388,28656,EdTech,organic
S-0f6f44,36,1704.75,6,0,4,A-9b9fe9,Pro,0,833,9996,EdTech,other
S-0f7a92,32,2566.6666666666665,5,0,3,A-700ade,Pro,0,49,588,Cybersecurity,organic
S-0f949d,51,2381.3333333333335,7,1,6,A-310452,Pro,0,441,5292,DevTools,other
S-0f9910,47,2185.2,2,1,4,A-af0cd2,Basic,1,0,0,Cybersecurity,other
S-0fa88d,50,2912.0,3,0,4,A-54ecc2,Basic,0,114,1368,Cybersecurity,partner
S-0fb7bb,23,5085.5,2,0,1,A-87aa7b,Pro,0,1176,14112,HealthTech,organic
S-0fc72f,33,3145.0,1,1,2,A-faa28c,Pro,0,3185,38220,HealthTech,organic
S-0fc73c,47,2019.1666666666667,4,1,6,A-9affe6,Basic,0,1064,12768,Cybersecurity,other
S-0fc93f,73,3521.6,4,0,5,A-5fe118,Basic,0,741,8892,Cybersecurity,other
S-0fcf7d,61,2922.6666666666665,2,1,6,A-e08cd3,Pro,0,3283,39396,FinTech,ads
S-0fdcfe,67,2583.8333333333335,4,0,6,A-4c38bc,Enterprise,0,7164,85968,HealthTech,event
S-0ff1eb,41,1677.4,3,1,5,A-cb5333,Enterprise,0,6567,78804,DevTools,ads
S-0ff339,16,1091.0,1,0,2,A-6dee43,Basic,0,228,2736,FinTech,other
S-0ff481,28,2442.6666666666665,3,1,3,A-6c093d,Basic,0,285,3420,DevTools,partner
S-0ffab0,3,1614.0,0,0,1,A-e60f9d,Enterprise,0,11542,138504,FinTech,other
S-101201,49,3654.2,5,0,5,A-d49cc5,Basic,0,950,11400,Cybersecurity,event
S-101324,63,2467.8333333333335,5,0,6,A-8145a0,Enterprise,0,4776,57312,Cybersecurity,partner
S-10134d,39,6446.0,1,0,3,A-52dd88,Enterprise,0,4577,54924,Cybersecurity,ads
S-101401,100,3368.6,7,1,9,A-08e34e,Pro,0,2842,34104,EdTech,event
S-102053,29,1870.25,0,0,4,A-4e0e85,Enterprise,0,1194,14328,DevTools,organic
S-102ebf,33,1402.0,0,0,3,A-e60f9d,Enterprise,0,5771,69252,FinTech,other
S-104053,61,2659.625,5,1,8,A-2bc93d,Pro,0,1715,20580,HealthTech,event
S-104941,33,3033.0,6,0,3,A-fdfc91,Basic,0,551,6612,Cybersecurity,ads
S-104ed3,61,3337.6666666666665,1,1,6,A-855a48,Basic,0,266,3192,EdTech,partner
S-1053c9,82,2940.777777777778,7,1,8,A-69b156,Basic,0,266,3192,EdTech,other
S-106283,66,4646.333333333333,5,0,5,A-a45270,Enterprise,0,4577,54924,HealthTech,ads
S-106bf6,58,3171.4,5,0,4,A-09540c,Basic,0,1273,15276,Cybersecurity,event
S-10702d,36,1241.0,4,0,3,A-59f724,Basic,0,0,0,HealthTech,other
S-108282,78,2735.8571428571427,11,1,7,A-49b828,Pro,0,1470,17640,FinTech,ads
S-1082f7,19,2034.6666666666667,0,0,3,A-c7ffc2,Basic,0,1083,12996,Cybersecurity,partner
S-108caf,45,3317.75,3,0,4,A-6dee43,Enterprise,0,2388,28656,FinTech,other
S-109e0c,54,5654.0,0,0,3,A-f51f16,Enterprise,0,1990,23880,HealthTech,partner
S-10a1b5,75,3097.5,7,0,7,A-e98302,Basic,0,646,7752,EdTech,ads
S-10ab8d,19,2378.0,3,0,2,A-9f0b68,Enterprise,0,2587,31044,EdTech,ads
S-10bd09,42,2319.75,0,0,4,A-bbc346,Basic,0,950,11400,FinTech,partner
S-10bf4d,68,3947.1666666666665,4,0,6,A-ce66f8,Basic,0,551,6612,EdTech,event
S-10f143,57,2255.25,1,2,4,A-6f8ad2,Basic,0,152,1824,EdTech,organic
S-10fc7d,108,4101.0,4,0,7,A-cab532,Enterprise,0,2189,26268,DevTools,organic
S-11034a,51,3377.5,0,1,4,A-9bfc9f,Pro,0,2597,31164,DevTools,ads
S-11066a,69,3315.8571428571427,2,0,6,A-779e4e,Pro,1,931,11172,HealthTech,organic
S-1109d6,48,3954.25,3,2,3,A-a2485e,Enterprise,0,597,7164,FinTech,event
S-111683,33,4974.333333333333,3,0,3,A-e6afc1,Pro,0,3332,39984,DevTools,ads
S-112733,76,2090.875,6,1,8,A-71615e,Basic,0,285,3420,EdTech,organic
S-1131ff,46,4517.0,3,0,5,A-0f7d77,Basic,1,0,0,FinTech,partner
S-113e86,99,3454.25,8,1,8,A-96bbc6,Pro,0,1911,22932,Cybersecurity,organic
S-115423,30,4164.333333333333,2,1,3,A-7f8241,Pro,0,1666,19992,EdTech,organic
S-115510,37,4506.0,1,0,3,A-3b37d9,Enterprise,0,0,0,FinTech,event
S-115823,130,2733.4285714285716,13,5,12,A-9f0b68,Enterprise,0,2985,35820,EdTech,ads
S-1170cb,17,3461.0,1,0,2,A-84ebe4,Pro,0,882,10584,FinTech,ads
S-117d65,33,3496.0,5,0,3,A-86902e,Basic,0,646,7752,HealthTech,other
S-11939f,44,3831.0,3,0,4,A-40906c,Basic,0,1748,20976,EdTech,ads
S-11b2c6,38,2118.0,1,0,4,A-855a48,Basic,0,266,3192,EdTech,partner
S-11d378,24,2403.3333333333335,0,0,3,A-f51f16,Basic,0,456,5472,HealthTech,partner
S-11d922,83,2731.6,5,2,9,A-533452,Enterprise,0,2985,35820,DevTools,organic
S-11dba6,74,4485.333333333333,1,0,6,A-9badbd,Basic,0,779,9348,Cybersecurity,ads
S-11e29d,52,3584.0,6,0,6,A-71615e,Basic,0,608,7296,EdTech,organic
S-11eef4,51,3173.2,2,3,5,A-5c046d,Pro,0,4557,54684,EdTech,partner
S-1200b3,26,3695.6666666666665,4,0,3,A-32fb14,Basic,0,494,5928,DevTools,event
S-120ae3,32,3276.6666666666665,3,0,3,A-781cc0,Basic,0,646,7752,EdTech,organic
S-12125f,66,3337.4285714285716,6,1,7,A-e5d6ab,Basic,0,57,684,EdTech,partner
S-1218fd,61,2470.3333333333335,0,1,6,A-2d4502,Basic,0,266,3192,FinTech,event
S-121b4d,39,2430.0,2,0,3,A-8ae3fc,Basic,0,171,2052,DevTools,ads
S-1224ea,24,4304.0,1,0,2,A-474ad4,Pro,0,0,0,EdTech,organic
S-124207,38,1616.25,0,0,4,A-fdfc91,Basic,0,551,6612,Cybersecurity,ads
S-124336,48,2920.0,2,0,5,A-9f0b68,Pro,0,0,0,EdTech,ads
S-125201,46,3743.8,0,0,4,A-7f8241,Enterprise,0,0,0,EdTech,organic
S-1261fb,81,2096.125,1,1,7,A-fd7ad3,Pro,0,49,588,Cybersecurity,event
S-126e7e,50,1436.8,4,1,5,A-0f7d77,Enterprise,0,1393,16716,FinTech,partner
S-127844,34,3359.0,2,0,4,A-f446b6,Enterprise,0,1393,16716,DevTools,ads
S-127d0b,26,1592.3333333333333,4,1,3,A-1e50e0,Pro,0,931,11172,Cybersecurity,other
S-128f55,75,2231.875,0,1,8,A-751c58,Pro,0,2205,26460,FinTech,organic
S-12902a,45,2322.0,2,0,4,A-3932db,Enterprise,0,3781,45372,HealthTech,other
S-1299be,61,3317.2,4,1,5,A-f45426,Basic,0,171,2052,HealthTech,organic
S-129a62,24,1814.0,2,0,3,A-8bde0c,Basic,0,0,0,DevTools,organic
S-129cf4,53,2757.2,2,1,5,A-82d8a6,Pro,0,784,9408,Cybersecurity,ads
S-12a13c,46,2711.5,4,0,4,A-40a557,Enterprise,0,3184,38208,Cybersecurity,partner
S-12bfc8,60,6134.8,0,1,5,A-31ab9a,Enterprise,0,5771,69252,FinTech,organic
S-12c163,38,1985.0,3,0,3,A-bb3bd4,Enterprise,0,0,0,HealthTech,ads
S-12ca50,40,2814.6666666666665,2,0,3,A-425e76,Enterprise,0,1592,19104,DevTools,other
S-12e3ff,35,3051.75,4,0,4,A-e43bf7,Enterprise,0,8756,105072,Cybersecurity,other
S-12ed58,16,2688.3333333333335,2,0,3,A-1f0ac7,Basic,0,608,7296,HealthTech,other
S-12f05a,50,2217.0,3,0,6,A-b9f5b1,Basic,0,285,3420,Cybersecurity,other
S-131064,79,2400.375,2,1,8,A-9f0b68,Enterprise,0,6766,81192,EdTech,ads
S-1319ac,53,3179.3333333333335,5,0,6,A-e3bd71,Basic,0,1729,20748,Cybersecurity,partner
S-132103,78,3532.1666666666665,1,1,6,A-a2485e,Pro,0,441,5292,FinTech,event
S-134439,33,1385.6666666666667,4,0,3,A-cbd1a3,Pro,0,294,3528,DevTools,other
S-134753,45,1743.6,3,1,5,A-e83938,Enterprise,0,3184,38208,DevTools,other
S-1351ac,64,5117.2,8,0,5,A-0cc442,Enterprise,0,0,0,EdTech,organic
S-138c41,89,3762.285714285714,4,2,7,A-00cac8,Basic,0,361,4332,HealthTech,organic
S-13939b,91,2774.4,7,0,9,A-86902e,Pro,1,0,0,HealthTech,other
S-13a013,45,2729.1666666666665,9,3,6,A-8bde0c,Basic,0,437,5244,DevTools,organic
S-13a948,34,3530.75,2,0,4,A-d5a319,Enterprise,0,2985,35820,FinTech,other
S-13b606,53,2673.5,6,0,4,A-5b1bcd,Pro,0,3577,42924,DevTools,organic
S-13c8b6,63,3625.4285714285716,2,0,7,A-89ee83,Basic,0,513,6156,Cybersecurity,organic
S-13ca37,84,2850.0,4,1,7,A-6843f2,Pro,0,0,0,HealthTech,ads
S-13d6d1,35,2240.0,1,0,4,A-ff79f2,Pro,0,490,5880,DevTools,ads
S-13dfe7,32,2432.5,2,0,4,A-956988,Pro,0,98,1176,EdTech,ads
S-140813,58,2719.6666666666665,3,1,4,A-2b9d3e,Enterprise,0,995,11940,EdTech,partner
S-140d3a,73,4489.571428571428,2,2,7,A-ff3c73,Basic,0,399,4788,HealthTech,other
S-142456,70,3604.3333333333335,3,1,6,A-22d9d2,Basic,1,0,0,DevTools,event
S-147ad7,72,4109.0,5,0,6,A-54ecc2,Basic,0,76,912,Cybersecurity,partner
S-148506,38,1318.25,7,0,4,A-3a5ad8,Basic,0,171,2052,HealthTech,organic
S-149409,58,2407.3333333333335,1,1,6,A-0cc442,Pro,1,0,0,EdTech,organic
S-14a685,44,2898.4,1,1,5,A-692f18,Enterprise,0,1393,16716,EdTech,other
S-14a95a,56,3576.1666666666665,4,1,6,A-ffc04f,Pro,0,980,11760,EdTech,ads
S-14b7f3,68,2798.3333333333335,0,1,5,A-50bb9f,Basic,0,95,1140,Cybersecurity,organic
S-14c8b9,22,5214.0,1,0,2,A-aa9511,Enterprise,0,6567,78804,DevTools,other
S-14d060,34,1295.5,1,0,4,A-bcf664,Pro,0,2303,27636,DevTools,other
S-14d515,38,3003.75,1,0,4,A-eb7c38,Enterprise,0,6567,78804,DevTools,organic
S-14f39f,58,3176.6,1,0,4,A-9affe6,Basic,1,361,4332,Cybersecurity,other
S-14f672,23,1977.6666666666667,3,1,3,A-692f18,Pro,0,588,7056,EdTech,other
S-150930,78,2931.75,2,2,7,A-592832,Enterprise,0,8358,100296,Cybersecurity,organic
S-150c71,81,3698.375,3,0,5,A-4437e4,Enterprise,0,2189,26268,Cybersecurity,event
S-150c8e,88,2845.5,4,1,8,A-58b9ff,Pro,0,1617,19404,DevTools,partner
S-151b22,74,3399.0,1,1,8,A-533452,Basic,0,171,2052,DevTools,organic
S-151fce,42,4310.0,1,0,4,A-f03140,Basic,0,513,6156,DevTools,event
S-1526b7,95,3241.8,8,1,10,A-2f6a32,Pro,0,931,11172,HealthTech,organic
S-154119,14,2772.0,0,1,1,A-3d957b,Basic,0,1387,16644,HealthTech,other
S-154918,80,4598.375,9,0,8,A-c1dfe1,Basic,0,494,5928,DevTools,ads
S-15582c,51,3476.0,1,2,5,A-600734,Basic,0,551,6612,DevTools,organic
S-155934,76,1932.375,5,0,8,A-4a4c2d,Pro,0,0,0,DevTools,event
S-155b3e,48,3817.6666666666665,5,1,6,A-18793f,Enterprise,0,29452,353424,EdTech,organic
S-155e15,48,2884.5,3,1,4,A-b07b56,Pro,0,1470,17640,DevTools,event
S-15609d,13,989.0,1,0,2,A-94d3da,Basic,0,0,0,HealthTech,other
S-15662a,22,1608.3333333333333,3,0,3,A-019782,Basic,0,0,0,DevTools,event
S-15a058,104,3168.9,6,1,9,A-9208f0,Pro,1,98,1176,EdTech,organic
S-15a897,50,1441.8,2,0,5,A-d26ab4,Enterprise,0,0,0,DevTools,organic
S-15a8c0,19,2438.0,0,0,2,A-700ade,Basic,0,950,11400,Cybersecurity,organic
S-15afd8,44,2558.2,1,0,5,A-5c046d,Enterprise,0,18507,222084,EdTech,partner
S-15be1c,43,2424.5,3,0,5,A-b20d99,Pro,0,1323,15876,HealthTech,other
S-15c444,88,2797.375,6,0,8,A-6965e1,Pro,0,637,7644,DevTools,organic
S-15cfa1,15,3465.0,2,0,1,A-054577,Pro,0,980,11760,EdTech,ads
S-15d2d2,72,3663.4285714285716,3,0,6,A-96bbc6,Enterprise,0,7761,93132,Cybersecurity,organic
S-15e705,25,2225.0,5,1,3,A-adc1f3,Pro,0,441,5292,Cybersecurity,organic
S-162441,53,3718.6,2,1,5,A-249769,Enterprise,0,796,9552,Cybersecurity,event
S-162596,23,1447.0,1,0,3,A-462d45,Pro,0,0,0,Cybersecurity,partner
S-162d54,52,2735.8,3,0,4,A-922109,Basic,0,209,2508,Cybersecurity,ads
S-162e73,42,2597.0,1,1,5,A-55f257,Enterprise,0,0,0,FinTech,organic
S-1630dd,29,3026.0,2,0,3,A-fda07f,Pro,0,1666,19992,Cybersecurity,partner
S-163e64,42,4457.75,0,2,4,A-dfbd31,Enterprise,0,12338,148056,DevTools,partner
S-163e9d,8,888.0,0,0,1,A-ccabf0,Enterprise,0,2189,26268,HealthTech,organic
S-164594,43,5206.666666666667,2,0,3,A-c42f1f,Basic,0,285,3420,HealthTech,other
S-16486d,41,2714.4,0,0,5,A-0651a4,Pro,0,784,9408,HealthTech,organic
S-165850,45,4144.75,0,0,4,A-d5a319,Pro,0,735,8820,FinTech,other
S-166024,42,3930.25,1,0,3,A-443b7c,Basic,0,456,5472,Cybersecurity,other
S-1682d4,42,4260.0,5,2,4,A-c16b88,Enterprise,0,4577,54924,HealthTech,event
S-16a545,64,3644.1428571428573,3,1,7,A-592832,Basic,0,665,7980,Cybersecurity,organic
S-16b6dc,76,3112.6666666666665,3,0,8,A-794a0b,Pro,0,1127,13524,HealthTech,organic
S-16be20,88,4205.125,5,0,7,A-9c18c4,Pro,0,539,6468,HealthTech,ads
S-16ce94,41,2612.25,1,0,4,A-c4ea60,Pro,0,882,10584,FinTech,other
S-16cf6a,69,3686.0,3,1,6,A-d792a6,Enterprise,0,2388,28656,DevTools,organic
S-16dc40,72,3671.4285714285716,1,0,7,A-ce550d,Pro,0,2499,29988,HealthTech,event
S-16dfaf,42,1763.4285714285713,3,1,5,A-8e47ca,Pro,0,931,11172,HealthTech,organic
S-16e21f,19,3772.5,0,1,2,A-82d8a6,Enterprise,0,5373,64476,Cybersecurity,ads
S-16ef7a,59,3225.0,4,1,6,A-751c58,Basic,0,0,0,FinTech,organic
S-16f4a2,16,1996.5,0,0,2,A-e08cd3,Enterprise,0,13333,159996,FinTech,ads
S-16fb78,20,2928.0,1,0,2,A-6843f2,Enterprise,0,4179,50148,HealthTech,ads
S-1712e6,56,2516.5,2,0,6,A-9b9fe9,Pro,1,245,2940,EdTech,other
S-172953,65,2144.0,3,0,6,A-e60f9d,Basic,0,551,6612,FinTech,other
S-175429,69,2907.285714285714,6,0,5,A-b54c01,Basic,0,551,6612,DevTools,event
S-17bbdd,24,2656.0,4,2,2,A-bcbe98,Pro,0,2254,27048,Cybersecurity,other
S-17bedf,38,1242.5,5,0,4,A-4437e4,Basic,1,0,0,Cybersecurity,event
S-17c51e,40,2575.2,0,1,5,A-462d45,Pro,1,2989,35868,Cybersecurity,partner
S-17cfc4,100,2981.4444444444443,2,2,9,A-592832,Pro,0,0,0,Cybersecurity,organic
S-17e05f,25,4155.333333333333,8,1,3,A-fa3095,Pro,0,3430,41160,FinTech,ads
S-17f71d,94,3866.5555555555557,4,3,9,A-e40f45,Pro,0,2156,25872,HealthTech,organic
S-17fb4d,31,1816.6666666666667,2,0,3,A-71615e,Enterprise,0,2985,35820,EdTech,organic
S-180859,20,2135.0,1,0,2,A-d4ac0e,Basic,0,342,4104,DevTools,ads
S-180ae3,94,2427.9,6,1,9,A-cab532,Pro,0,539,6468,DevTools,organic
S-180b6c,15,2200.0,0,0,2,A-f3ff05,Basic,0,570,6840,FinTech,other
S-183073,47,1429.0,5,1,6,A-e7a1e2,Enterprise,0,2786,33432,Cybersecurity,event
S-183460,71,2446.1666666666665,0,2,6,A-310452,Basic,0,171,2052,DevTools,other
S-183502,48,2500.0,1,1,4,A-4e960a,Enterprise,0,14129,169548,FinTech,other
S-18356d,23,2895.3333333333335,3,1,3,A-779e4e,Enterprise,0,3582,42984,HealthTech,organic
S-18565e,38,1713.25,1,0,4,A-463db0,Enterprise,0,8358,100296,HealthTech,partner
S-1862f2,88,2421.125,6,3,8,A-098560,Basic,1,551,6612,DevTools,ads
S-1876fb,48,3391.8,4,0,4,A-4f18f0,Enterprise,0,11741,140892,DevTools,other
S-1877a6,48,3334.25,3,0,4,A-d77f4c,Pro,0,294,3528,DevTools,partner
S-1883dc,34,1864.3333333333333,1,0,3,A-05f0e5,Basic,0,1064,12768,FinTech,partner
S-188518,26,2238.6666666666665,2,1,3,A-86fc1d,Enterprise,0,0,0,DevTools,partner
S-1898b3,39,3653.25,5,0,4,A-e1462e,Basic,0,0,0,FinTech,partner
S-18b1f9,55,2514.8333333333335,4,0,6,A-02cd81,Pro,0,2156,25872,HealthTech,other
S-18b808,24,2400.0,6,0,3,A-425e76,Enterprise,0,1791,21492,DevTools,other
S-18e3a5,42,1145.4,4,1,5,A-c43359,Basic,1,722,8664,FinTech,organic
S-18f498,58,1717.0,7,4,6,A-684255,Basic,0,532,6384,FinTech,ads
S-18f7e5,38,4394.0,3,1,4,A-2789e3,Enterprise,0,5970,71640,FinTech,partner
S-18f80d,33,3126.0,3,0,3,A-484819,Enterprise,0,3582,42984,HealthTech,organic
S-18f829,32,1479.75,3,0,4,A-a33200,Pro,0,1764,21168,HealthTech,partner
S-19029a,81,2180.5555555555557,1,0,7,A-712f1c,Pro,0,833,9996,DevTools,ads
S-191550,36,3703.6666666666665,1,0,3,A-6c093d,Basic,0,285,3420,DevTools,partner
S-193d88,83,3209.5,6,2,7,A-4437e4,Enterprise,0,1194,14328,Cybersecurity,event
S-19465f,38,3096.2,2,0,5,A-039727,Basic,0,475,5700,EdTech,organic
S-195cd5,74,2179.75,3,0,7,A-ae052e,Pro,1,1960,23520,FinTech,other
S-195f9b,77,3503.5,8,0,8,A-92a333,Pro,0,686,8232,FinTech,event
S-196c1e,126,2853.5384615384614,7,1,11,A-7df7a7,Basic,0,133,1596,DevTools,organic
S-196dc6,21,3587.5,1,0,2,A-eb2fdc,Enterprise,0,9353,112236,DevTools,organic
S-196e49,21,1540.0,0,0,3,A-0b0d6d,Basic,0,228,2736,DevTools,organic
S-1976bb,40,3446.6,2,1,5,A-eb2fdc,Basic,0,589,7068,DevTools,organic
S-19858e,103,4343.285714285715,7,0,6,A-92a3af,Pro,0,1470,17640,Cybersecurity,organic
S-198dbe,101,3732.6666666666665,2,1,8,A-18793f,Pro,0,7252,87024,EdTech,organic
S-19950d,87,2952.75,6,2,7,A-f9cc74,Pro,0,1470,17640,DevTools,partner
S-199697,32,6041.5,4,0,2,A-bcf664,Enterprise,0,1393,16716,DevTools,other
S-19abcf,65,3757.5,11,1,6,A-940b8b,Pro,0,833,9996,HealthTech,organic
S-19b415,21,5182.0,1,0,2,A-f446b6,Basic,0,570,6840,DevTools,ads
S-19c44c,37,2722.25,2,1,3,A-8b0451,Basic,0,779,9348,FinTech,event
S-19cb09,75,3150.875,7,0,7,A-d42431,Enterprise,0,4378,52536,FinTech,ads
S-19edee,55,3727.5,0,0,6,A-55f257,Enterprise,0,4179,50148,FinTech,organic
S-19f80d,12,3480.0,2,0,1,A-d62e02,Basic,0,608,7296,Cybersecurity,partner
S-19f899,43,2959.8,1,0,5,A-331424,Enterprise,0,2189,26268,DevTools,organic
S-1a04fe,27,2118.5,1,0,2,A-4e631b,Enterprise,0,4378,52536,FinTech,other
S-1a0f22,59,2210.3333333333335,3,1,5,A-d26ab4,Enterprise,0,3582,42984,DevTools,organic
S-1a20b6,60,3757.8333333333335,5,0,5,A-1e6fc3,Pro,0,245,2940,EdTech,other
S-1a2f35,71,3352.714285714286,4,2,7,A-832ec2,Basic,0,228,2736,FinTech,event
S-1a2fbc,46,2388.2,2,1,5,A-526d93,Basic,0,855,10260,HealthTech,organic
S-1a3627,25,3773.5,0,0,2,A-86fc1d,Basic,0,0,0,DevTools,partner
S-1a3d9c,46,2650.4,0,1,5,A-684255,Pro,0,539,6468,FinTech,ads
S-1a5fa7,59,2622.6666666666665,0,1,6,A-1f559b,Enterprise,0,5174,62088,HealthTech,organic
S-1a93b8,31,5046.333333333333,4,0,3,A-5a92e7,Enterprise,0,0,0,HealthTech,ads
S-1a9c5c,70,4233.833333333333,5,1,6,A-c58f49,Basic,0,0,0,EdTech,other
S-1a9fb7,28,4190.0,0,0,2,A-b30291,Enterprise,0,3184,38208,HealthTech,event
S-1ac1b4,54,2898.1666666666665,4,2,6,A-ac14bb,Enterprise,0,4179,50148,FinTech,partner
S-1acdd2,92,1923.5454545454545,6,0,11,A-7a0d69,Enterprise,0,5174,62088,DevTools,ads
S-1ad030,71,3182.285714285714,3,2,7,A-92a3af,Enterprise,0,4975,59700,Cybersecurity,organic
S-1ad0ca,50,3155.1666666666665,8,0,5,A-ed510f,Enterprise,0,8358,100296,Cybersecurity,partner
S-1ad713,52,4626.8,4,1,5,A-f97b9a,Enterprise,0,3184,38208,FinTech,event
S-1ad9cb,74,3832.285714285714,1,0,7,A-4d1e75,Pro,0,980,11760,DevTools,other
S-1ade0b,63,2714.6666666666665,4,0,6,A-22d9d2,Pro,0,4508,54096,DevTools,event
S-1b0848,53,3036.0,2,1,5,A-dcc3f1,Pro,0,2499,29988,HealthTech,event
S-1b373c,48,2351.3333333333335,5,1,6,A-5b1bcd,Pro,0,3577,42924,DevTools,organic
S-1b4693,58,3378.8,1,0,5,A-cd458b,Enterprise,0,2985,35820,DevTools,other
S-1b4be3,38,4108.75,0,0,4,A-b44e3e,Pro,0,1960,23520,Cybersecurity,ads
S-1b524a,21,2415.5,2,0,2,A-4a4c2d,Basic,0,1026,12312,DevTools,event
S-1b6221,60,4483.666666666667,4,0,5,A-f6b2fb,Enterprise,1,0,0,DevTools,event
S-1b713e,23,2233.5,0,1,2,A-1d5444,Basic,0,0,0,Cybersecurity,partner
S-1b7677,50,2729.0,3,1,4,A-ced9aa,Enterprise,1,1194,14328,DevTools,other
S-1b8300,43,2491.5,0,0,4,A-faa28c,Enterprise,0,0,0,HealthTech,organic
S-1b8454,47,1783.3333333333333,4,1,6,A-d4e0d4,Enterprise,0,23283,279396,FinTech,other
S-1bb4f4,54,3758.25,2,0,4,A-6843f2,Basic,0,399,4788,HealthTech,ads
S-1bbdb1,70,2888.3333333333335,1,1,6,A-0651a4,Basic,0,0,0,HealthTech,organic
S-1bbdf0,40,3978.0,0,1,3,A-781cc0,Basic,0,304,3648,EdTech,organic
S-1bbf0a,110,3705.090909090909,5,1,9,A-812c5b,Pro,0,0,0,DevTools,organic
S-1bc5a4,13,1885.0,0,0,1,A-560d27,Enterprise,0,4577,54924,DevTools,organic
S-1bd2ec,57,3437.6,2,1,5,A-e60f9d,Basic,1,722,8664,FinTech,other
S-1bdc35,32,2177.0,2,1,3,A-bcf87c,Basic,0,190,2280,FinTech,event
S-1be5a9,54,2704.0,1,1,4,A-d26ab4,Enterprise,0,5373,64476,DevTools,organic
S-1bf267,45,2733.8,8,2,5,A-c42f1f,Basic,0,532,6384,HealthTech,other
S-1bf697,22,3697.0,1,2,2,A-acb7f7,Pro,0,1568,18816,EdTech,ads
S-1c06f3,41,3347.75,6,0,4,A-53f4e3,Basic,0,247,2964,Cybersecurity,event
